equipment_type_desc,circuit_label_type_desc,sum_power,category
Panel Label: Entry,Other,139.215,Other
Panel Label: Family Plugs,Other,92.703,Other
Panel Label: Family Rm. Lts. Plugs,Other,42.281,Other
Panel Label: Garage Door Opener,Other,92.107,Other
Panel Label: Jet Tub,Other,21.437,Other
Panel Label: Kitchen Lts.,Other,37.157,Other
Panel Label: Master Bath/Powder Bath,Other,18.357,Other
Panel Label: Master Bed AF,Other,25.925,Other
Panel Label: Up Hall/Bath,Other,10.176,Other
Panel Label: Vacuum,Other,2.644,Other
Panel Label: X-Mas,Other,3.042,Other
Pantry Freezer Plug,Other,16.279,Other
Photo,Other,0,Other
Pool,Other,4.5680000000000005,Other
Post Lights & Outside Light,Other,192.795,Other
Powder Room,Other,5.519,Other
Powder Room GFCI,Other,2.579,Other
Printer + Outside Gar Rec,Other,0.271,Other
Propane - Water Heater - Fossil Fuel Condensing,Other,8.778,Other
Pump,Other,0.206,Other
Range,Stove/Oven/Range,321.613,Appliances
Range,Other,0,Other
Range,Stove/Oven/Range,338.774,Appliances
Range,Stove/Oven/Range,0,Appliances
Range Hood,Stove/Oven/Range,5.147,Appliances
Rec Rm Outlets,Other,16.634,Other
Rec Room,Other,45.33,Other
Rec Room Outlets,Other,180.533,Other
Rec Room Outlets,Other,88.629,Other
Receptacles,Other,55.878,Other
"Recp Kitchen, Dining Rm",Other,121.096,Other
"Refer Outlets, Golf Shop",Other,55.485,Other
"Refrig, Opposite-Side Outlets",Other,107.904,Other
Refrigerator,Refrigerator/Freezer,21.519,Appliances
Refrigerator,Other,102.253,Other
"Refrigerator, Downstairs Bath",Other,89.254,Other
Refrigerator/freezer,Refrigerator/Freezer,246.981,Appliances
Rm Above,Other,1.073,Other
RV,Other,11.931,Other
RV Lights,Other,11.161,Other
RV Plug,Other,0,Other
RV Power,Other,0,Other
Salon Outlets,Other,72.578,Other
"SE Small Master- Except One Outlet On Inside Wall By Closet/hall Bath, Hall Lights And Outlet, And Dinette Chandelier",Other,82.781,Other
Second Stage Of Furnace Heat,Electric Furnace,177.87,Heating
Septic,Other,896.575,Other
Service Plug,Other,24.900000000000002,Other
Service Plug,Other,1.045,Other
Shed,Other,156.211,Other
Shop,Other,958.354,Other
Shop Heat,Other Zonal Heat,0,Heating
Shop Plugs 1,Other,153.983,Other
Shop Plugs 2,Other,8.61,Other
Shop Sub Panel,Other,5.73,Other
Shop Subpanel,Other,521.245,Other
Sink-Side Outlets,Other,15.583,Other
Sitting Room,Other,68.563,Other
Small Appliance,Other,19.025000000000002,Other
Small Appliances,Other,12,Other
Small Appliances,Other,705.106,Other
Small Appliances 2,Other,159.233,Other
"Small Bathroom, Hall Lights",Other,36.74,Other
Smoke,Other,1.673,Other
Smoke Alarms,Other,5.162,Other
Smoke Detectors,Other,2.573,Other
Smoke Detectors,Other,7.214,Other
Smoke Detectors And Bedroom Outlets,Other,37.238,Other
Snow Melt,Other,0.003,Other
"Soffit Plugs North, Bath/hall Lighting",Other,4.742,Other
Solar,Solar,0,Solar
Solar Array,Solar,0,Solar
Solar Plugs,Other,460.588,Other
Solar Power,Solar,0,Solar
Solar PV,Solar,0,Solar
"South Bedrooms, Master Bath, Master Closet",Other,10.252,Other
South Dining Room,Other,164.774,Other
South Dining Room Outlets,Other,24.673,Other
Spa,Hot Tub,723.745,Other
Spa,Other,238.106,Other
Space Heater,Other Zonal Heat,5.718,Heating
Sprinkler,Other,0.002,Other
"Sprinkler, Outdoor Plug, And Garage Outlet",Other,22.921,Other
Stair Lights,Other,1.215,Other
"Stairway, Bed 2",Other,51.410000000000004,Other
Stereo & Other Electronics,Other,347.324,Other
Storage Room Lights And Outlets,Other,0.008,Other
Storeroom,Other,26.54,Other
Stove,Stove/Oven/Range,5.97,Appliances
Stove Exhaust,Other,2.692,Other
"Stove Hood, Etc.",Other,79.616,Other
Stove: Electricoven:  Electric - Stove/Oven,Other,10.696,Other
Stove: Electricoven:  Electric - Stove/Oven,Stove/Oven/Range,10216.528999999991,Appliances
Stove: Electricoven:  No Oven - Stove/Oven,Stove/Oven/Range,213.314,Appliances
Stove: Gasoven:  Dual Gas/Electric - Stove/Oven,Stove/Oven/Range,40.21,Appliances
Stove: Gasoven:  Electric - Stove/Oven,Stove/Oven/Range,289.471,Appliances
Stove: Gasoven:  Gas - Stove/Oven,Stove/Oven/Range,153.014,Appliances
Stove: Gasoven:  No Oven - Stove/Oven,Stove/Oven/Range,96.223,Appliances
Stove: No Stoveoven:  Electric - Stove/Oven,Other,0,Other
Stove: No Stoveoven:  Electric - Stove/Oven,Stove/Oven/Range,442.4920000000001,Appliances
Stove: Propaneoven:  Propane - Stove/Oven,Stove/Oven/Range,145.113,Appliances
Studio AC Plug,Other,0,Other
Studio Plugs,Other,16.788,Other
Sub Main,Other,592.873,Other
Sub Panel,Other,208.004,Other
Sub Panel Feed For Shop,Other,1018.454,Other
Subfeed To Garage/shop,Other,382.545,Other
Sump Pump,Other,1.006,Other
Sump Pump For Basement Bathroom,Other,0.08,Other
Sun Room Heater,Other Zonal Heat,499.751,Heating
"SW Bedroom Studio, Small Blue Bedroom, Inside Wall Outlet And Master, Front Porch Outlet",Other,254.486,Other
Tankless Electric Hot Water Heater,Instantaneous Water Heater (Elec),78.35,Heating
Toaster GFCI,Other,204.788,Other
Top Floor North Plugs,Other,19.945,Other
Top Floor South Plugs,Other,125.99199999999999,Other
Trash Compactor,Other,27.431,Other
Tub,Other,3.507,Other
TV + Others,Other,420.693,Other
TV Play,Other,72.156,Other
TV Room,Other,15.543,Other
TV Room & Kitchen Counter Outlets & Refrigerator,Other,224.79,Other
"TV Room Outlets, East Wall",Other,0,Other
"Tv Room, Living Room",Other,84.89,Other
TV/VCR Outlet Only,Other,96.38,Other
Unclear,Electric Baseboard Heaters,6.22,Heating
Unclear,Electric Baseboard Heaters,0.002,Heating
Unclear,Other,0,Other
Under Counter Lights,Other,120.437,Other
Unknown,Other,698.264,Other
Unknown,Other,132.084,Other
Unknown - Dryer,Clothes Dryer,946.176,Appliances
"Unknown - Labeled Lighting, Could Also Include Outlets",Other,27.236,Other
"Unknown - Lights, But May Also Include Outlets",Other,152.181,Other
Unknown - Mini-Split AC,Ductless Heatpump,0,Heating
Unknown - Packaged AC,Central AC,569.864,AC
Unknown - Packaged AC,Other,109.86200000000001,Other
Unknown - Packaged AC,Room AC,1.9769999999999999,AC
Unknown - Water Heater - Unknown,Electric Resistance Storage Water Heaters,424.996,Heating
Unknown - Water Heater - Unknown,Instantaneous Water Heater (Elec),410.53000000000003,Heating
"Unknown , Likely Furnace",Other,6.381,Other
Unknown,Other,38.858,Other
Unknown,Other,9.017,Other
Unknown,Other,0.073,Other
Unknown,Other,0.435,Other
Unknown,Other,11.648,Other
Unknown Cct,Other,24.176000000000002,Other
Unknown Circuit,Other,178.963,Other
Unknown Circuit,Other,7.724,Other
Unknown Circuit 1,Other,48.55,Other
Unknown Circuit 2,Other,5.057,Other
Unknown Device,Other,294.348,Other
Unknown Device Name,Dishwasher,57.361,Appliances
Unknown Device Name,Electric Furnace,779.336,Heating
Unknown Device Name,Garbage Disposal,0.748,Appliances
Unknown Device Name,Gas Furnace (Component),395.139,Heating
Unknown Device Name,Hot Tub,117.664,Other
Unknown Device Name,Other,9408.135999999995,Other
Unknown Device Name 1,Other,0.16,Other
Unknown Device Name 2,Other,0.006,Other
Unknown Equipment,Other,13.872,Other
Unknown Fuel Type - Bathroom Vent,Other,711.9440000000001,Other
Unknown Fuel Type - Central Vac,Other,158.957,Other
Unknown Fuel Type - Dishwasher,Dishwasher,5468.616999999993,Appliances
Unknown Fuel Type - Dishwasher,Other,0.003,Other
Unknown Fuel Type - Heater,Gas Furnace (Component),60.522,Heating
Unknown Fuel Type - Hot Tub,Hot Tub,971.274,Other
Unknown Fuel Type - Irrigation Pump,Other,149.816,Other
Unknown Fuel Type - Kiln,Other,7.5680000000000005,Other
Unknown Fuel Type - Kitchen Vent,Other,343.12,Other
Unknown Fuel Type - Refrigerator/Freezer,Other,619.333,Other
Unknown Fuel Type - Refrigerator/Freezer,Refrigerator/Freezer,15179.016999999998,Appliances
Unknown Fuel Type - Sauna,Other,4.275,Other
Unknown Fuel Type - Washer,Clothes Dryer,64.664,Appliances
Unknown Fuel Type - Washer,Clothes Washer,2316.793999999999,Appliances
Unknown Fuel Type - Washer,Other,166.58700000000002,Other
Unknown Fuel Type - Water Pressure Tank,Other,184.683,Other
Unknown Fuel Type - Well Pump,Other,97.116,Other
Unknown Fuel Type - Whole House Fan,Other,243.489,Other
Unknown Lights And Outlets,Other,25.995,Other
Unknown Unplugged Circuit,Other,8.139,Other
Unlabeled 1,Other,73.282,Other
Unlabeled 2,Other,125.47,Other
Up Bath Hall Utility Stair,Other,200.935,Other
Upper Bath,Other,0,Other
Upper South Bedroom + Attic,Other,27.96,Other
Upstairs Bath,Other,22.019,Other
Upstairs Bath,Other,11.813,Other
"Upstairs Bath Plug, Living Room",Other,33.985,Other
Upstairs Bathroom Outlets,Other,4.79,Other
Upstairs Bedroom,Other,191.802,Other
Upstairs Bedroom,Other,108.139,Other
Upstairs Bedroom Outlets,Other,9.208,Other
Upstairs Except Room W/ Router,Other,46.488,Other
"Upstairs Hall, Bath, Utility",Other,1.907,Other
"Upstairs Hall, Master Bed, Bath Lights",Other,118.965,Other
Upstairs Heat 1,Electric Baseboard Heaters,40.969,Heating
Upstairs Heat 2,Electric Baseboard Heaters,43.255,Heating
Upstairs Lights,Other,125.584,Other
Upstairs Lights & Outlets,Other,407.548,Other
Upstairs Lights And Outlets,Other,63.799,Other
Upstairs Lights/Plugs,Other,226.586,Other
Upstairs Living Room,Other,189.558,Other
Upstairs Plugs,Other,3.741,Other
"Upstairs, Microwave, Phone",Other,9.689,Other
Util + Kit Ceiling Light,Other,192.06,Other
Utility,Other,82.825,Other
Utility,Other,16.876,Other
Utility Outlets,Other,3.16,Other
Utility Plugs,Other,0.521,Other
Utility Rm Htr & ?,Other,0,Other
Utility Room,Other,9.351,Other
Utility Room Plug,Other,13.173,Other
"Utility, Fam, Hall",Other,389.42,Other
Utility/Entry/Hall Lts,Other,208.05100000000002,Other
Various,Other,75.674,Other
Various Appliances,Other,118.424,Other
Various Appliances - Kitchen Outlets?,Other,221.892,Other
Various Lighting,Other,206.801,Other
Various Lights,Other,245.931,Other
Various Outlets,Other,158.343,Other
W Bedrooms,Other,497.783,Other
Wall Heater,Other Zonal Heat,0.7000000000000001,Heating
Warming Drawer,Other,0,Other
Warming Drawer,Other,1.233,Other
Wash Machine,Other,18.433,Other
Wash Room,Other,12.778,Other
Washer,Clothes Washer,437.53000000000003,Appliances
Washer,Clothes Washer,23.065,Appliances
Washer,Other,6.648,Other
Washer & Dryer,Other,353.992,Other
Washer + Other,Other,16.827,Other
Washer + Others,Other,7.322,Other
Washer + Others,Clothes Washer,8.501,Appliances
Washer Dryer,Other,52.943,Other
Washer Outlet,Other,161.301,Other
"Washer, Refrigerator, Etc",Other,181.836,Other
Washer/Dryer Outlet Only,Other,35.843,Other
Washing Mach,Clothes Washer,1.367,Appliances
Washing Mach,Other,39.959,Other
Washing Machine/Laundry Room Outlet,Clothes Washer,20.044,Appliances
Water Feature,Other,236.932,Other
Water Fountain,Other,41.084,Other
Water Heater,Electric Resistance Storage Water Heaters,2042.722,Heating
Water Heater,Instantaneous Water Heater (Elec),474.383,Heating
Water Heater,Electric Resistance Storage Water Heaters,996.96,Heating
Water Heater,Instantaneous Water Heater (Elec),209.933,Heating
Water Heater,Instantaneous Water Heater (Gas),18.508,Heating
Water Heater,Electric Resistance Storage Water Heaters,521.196,Heating
Water Heater + Others,Instantaneous Water Heater (Gas),10.046,Heating
Water Heater Closet Spare,Other,2.493,Other
Water Softener,Other,7.9830000000000005,Other
Water Source Heat Pump,Ducted Heatpump,968.523,Heating
WaterHeating,Heat Pump Water Heater,37.19,Heating
Well Pump,Other,143.499,Other
Well Pump & Other,Other,150.632,Other
Well Pump + Wrt Press Switch,Other,105.028,Other
Whirlpool Tub,Other,0.311,Other
Whole House Power,Mains,387718.865,Mains
Whole House Power,Mains With Solar,36817.814,Mains
Wood  - Stove/Fireplace,Other Zonal Heat,0.034,Heating
Workbench,Other,28.187,Other
Workbench,Other,648.532,Other
Xmas,Other,0,Other
? Kitchen Plugs,Other,7.889,Other
#2 Bedroom And Hallway Lights,Other,2.888,Other
100 A Subpanel,Other,81.525,Other
2 Beds,Other,140.611,Other
2 Upper Bedrooms,Other,17.583000000000002,Other
200V Shop Plug,Other,0.34400000000000003,Other
"2nd Floor Guest Room W/ Router, 1st Floor Bathroom, Living Room Outlet",Other,183.469,Other
3 Receps. Dining Room,Other,2.68,Other
30 Amp RV Outlet,Other,847.0310000000001,Other
50 Amp RV Outlet,Other,0.08,Other
AC,Central AC,36.385,AC
"Addition Master - Bathroom Fan, Lights, Wall Heater",Other,1.45,Other
Addition Master  Bathroom Wall Outlets,Other,0.003,Other
Addition Subpanel,Other,661.073,Other
Air Handler,Electric Furnace,194.389,Heating
Air Handler,Other,255.191,Other
Air/lights/outlets Upstairs,Other,165.463,Other
Alex's Room/Hall,Other,50.632,Other
Appliance,Other,177.23,Other
Appliance Circuit,Other,530.637,Other
Appliances,Other,953.3530000000001,Other
Appliances - Kitchen Outlets?,Other,107.84100000000001,Other
Attic,Other,2.358,Other
Attic Furnace,Gas Furnace (Component),73.119,Heating
Attic Outlet + Lts / Studio Lights,Other,26.505,Other
Back Bedroom,Other,104.45700000000001,Other
Back Bedroom Lights And Outlets,Other,45.894,Other
Back Deck Outlets,Other,4.117,Other
"Back Porch, Outdoor Refrigerators",Other,553.151,Other
Back Room,Other,2.205,Other
Backyard Lights,Other,0.023,Other
Barn / Compactor,Other,2.237,Other
Baseboard Heater 2,Electric Baseboard Heaters,186.211,Heating
Baseboard Heater 3,Electric Baseboard Heaters,0.189,Heating
Baseboard Heater 4,Electric Baseboard Heaters,0,Heating
Basement,Other,90.047,Other
"Basement Bedroom, Unknown",Other,592.599,Other
Basement Furnace,Gas Furnace (Component),680.358,Heating
"Basement Garage, Den TV Room, Office",Other,442.384,Other
Basement Light By Freezer Only,Other,0.616,Other
Basement Lights,Other,145.558,Other
"Basement Lights , Etc.",Other,37.692,Other
Basement Lights And Outlets,Other,3.665,Other
"Basement Lights, Etc.",Other,315.511,Other
Basement Outlet,Other,0.012,Other
"Basement Outlet, Etc.",Other,6.5680000000000005,Other
Basement Outlets,Other,7.2,Other
Basement Plug,Other,18.03,Other
Basement Plugs,Other,526.397,Other
Basement Plugs/ Dining Plugs,Other,32.574,Other
Basement Rec Room Lights,Other,3.128,Other
"Basement, Kitchen & Dining Room Lights",Other,238.516,Other
Basement/Camper,Other,43.75,Other
Bath,Other,10.516,Other
Bath And Garage,Other,165.891,Other
"Bath Fans, Hall & Master",Other,77.366,Other
Bath GFCI Outlet,Other,4.494,Other
Bath Heat,Other,0,Other
Bath Heat APPL,Other,62.677,Other
Bath Heater,Other Zonal Heat,0.073,Heating
Bath Heater,Other,20.049,Other
Bath Lights,Other,13.488,Other
Bath Outlet,Other,12.594,Other
Bath Outlets,Other,139.287,Other
Bath Outlets,Other,7.6450000000000005,Other
Bath Plug,Other,2.9170000000000003,Other
Bath Plugs,Other,20.311,Other
Bath Plugs,Other,7.1530000000000005,Other
Bath Room,Other,11.734,Other
Bath/ M. Bedroom,Other,10.551,Other
Bath/Bed Lts,Other,172.893,Other
Bath/Utility GFI,Other,30.566999999999997,Other
Bath/utility Room,Other,6.085,Other
Bathroom,Other,66.263,Other
Bathroom,Other,251.96,Other
Bathroom - Dine,Other,237.672,Other
Bathroom & Patio Outlets,Other,3.919,Other
Bathroom 2&3,Other,21.185,Other
Bathroom Electric Ceiling Radiant Heat,Other,0,Other
Bathroom GFCI,Other,12.465,Other
Bathroom GFCI & Dishwasher,Other,32.279,Other
Bathroom GFCI Outlets,Other,0.074,Other
Bathroom GFI,Other,0.321,Other
Bathroom Heat,Other,0.005,Other
Bathroom Heat/vent,Other,34.7,Other
Bathroom Light/fan,Other,135.667,Other
Bathroom Lights,Other,0.908,Other
Bathroom Lights & Fan,Other,170.714,Other
Bathroom Lights And Outlets,Other,32.363,Other
Bathroom Lights And Plugs,Other,9.164,Other
Bathroom Near Entry - Outlets,Other,6.853,Other
Bathroom Near Entry And Guest Room - Outlets,Other,34.304,Other
Bathroom Outlet,Other,3.417,Other
Bathroom Outlet - Not Installed,Other,0.004,Other
Bathroom Outlets,Other,3.023,Other
Bathroom Outlets,Other,19.413,Other
Bathroom Wall,Other,1.928,Other
"Bathroom, Kitchen",Other,45.683,Other
Bathrooms,Other,8.028,Other
Bathtub Heater,Other,0,Other
Bathtub Pump,Other,0,Other
Bed 2 & 3,Other,97.14,Other
Bed 2-3,Other,14.465,Other
Bed/bath,Other,67.57,Other
Bed/Bath Heat,Other Zonal Heat,39.618,Heating
Bedroom,Other,43.95,Other
Bedroom,Other,42.36,Other
"Bedroom 1&2, Porch Light, Kitchen",Other,190.519,Other
Bedroom 3 Outlets,Other,0,Other
Bedroom And Bathroom,Other,40.175,Other
Bedroom Baseboard Heaters,Electric Baseboard Heaters,0,Heating
Bedroom Cct 1,Other,0,Other
Bedroom Cct 2,Other,19.597,Other
Bedroom Cct 3,Other,1422.483,Other
Bedroom Circuit 1,Other,643.569,Other
Bedroom Circuit 2,Other,617.95,Other
Bedroom Light,Other,174.889,Other
Bedroom Lights,Other,196.624,Other
Bedroom Lights,Other,166.73,Other
Bedroom Lights & Plugs,Other,453.372,Other
Bedroom Lights + Plugs,Other,163.385,Other
Bedroom Lights And Outlets,Other,18.283,Other
"Bedroom Outlet, Etc.",Other,18.695,Other
Bedroom Outlets,Other,72.282,Other
Bedroom Outlets,Other,524.017,Other
Bedroom Plug,Other,74.70400000000001,Other
Bedroom Plugs,Other,50.535000000000004,Other
Bedroom Power,Other,25.75,Other
Bedroom Radiant Ceiling Heat,Other,0,Other
Bedroom/playroom,Other,214.17,Other
Bedrooms,Other,576.72,Other
Bedrooms,Other,753.95,Other
"Beds 2&3 Plugs & Lights, Main Bath Plugs & Lights",Other,15.512,Other
"Beds 3&4 Plugs & Lights, Master Bed Plugs & Lights",Other,89.841,Other
Bidet,Other,23.206,Other
Bk Bedroom 1,Other,4.6080000000000005,Other
Bk Bedroom 2,Other,39.984,Other
Blank,Other,0.003,Other
Blank,Other,169.127,Other
Blank,Other,5.871,Other
Blank,Other,578.039,Other
Blank,Other,50.826,Other
Blank #11,Other,3.66,Other
Blank #9,Other,85.747,Other
Blank 1,Other,134.731,Other
Blank 1,Other,65.185,Other
Blank 10&12,Other,0,Other
Blank 13,Other,0,Other
Blank 2,Other,369.377,Other
Blank 2,Other,0.054,Other
Blank 3,Other,249.437,Other
Blank 3,Other,52.006,Other
Blank 4,Other,536.88,Other
Blank 4,Other,5.902,Other
Blank 5,Other,378.728,Other
Blank 6,Other,184.813,Other
Blank 7,Other,4.96,Other
Blank 8,Other,389.526,Other
Blanks 9&11,Other,0,Other
Bonus Room Lights And Outlets,Other,0.006,Other
Bonus/entry,Other,318.99899999999997,Other
Bottom Oven,Other,7.2700000000000005,Other
Breakfast Room/master Bedroom,Other,157.243,Other
Buffet Outlet,Other,0,Other
Cadet Heater,Electric Baseboard Heaters,0.045,Heating
Cadet Heater,Other Zonal Heat,0.001,Heating
Cadet Heater,Electric Baseboard Heaters,0,Heating
Cadet Heater,Other Zonal Heat,6.8020000000000005,Heating
Cadet Heater Downstairs,Other Zonal Heat,0,Heating
Cadet Heater Upstairs,Other Zonal Heat,5.057,Heating
Carport + Outside / Kitchen Outlets,Other,20.303,Other
"Carport, Lights, Recp",Other,41.402,Other
Central AC,Central AC,304.369,AC
Central Fan,Other,55.532,Other
Central Vac,Other,13.909,Other
Central Vac,Other,2.985,Other
Central Vacuum,Other,15.273,Other
Christmas Lights,Other,66.325,Other
Computer,Other,508.278,Other
Computer Outlet Only,Other,103.917,Other
Computer Outlets,Other,70.141,Other
Computer Plugs,Other,8.898,Other
Computer Room,Other,81.978,Other
Computer Room Outlets,Other,2.689,Other
Cook Top,Stove/Oven/Range,112.94200000000001,Appliances
Counter Cooktop,Stove/Oven/Range,70.09,Appliances
Den,Other,234.298,Other
Den/Liv Room Outlets,Other,59.741,Other
Dine Plugs,Other,60.863,Other
Dine/Kit/Live Lits,Other,1238.662,Other
Dining & Kitchen Plugs,Other,120.685,Other
Dining & Living Rooms,Other,402.275,Other
Dining Plugs - North Wall,Other,555.393,Other
Dining Room,Other,10.039,Other
Dining Room,Other,54.544,Other
Dining Room & Hallway Lights & Outlets,Other,470.923,Other
Dining Room & Kitchen,Other,38.446,Other
Dining Room East Wall Outlets,Other,2.961,Other
Dining Room Outlets,Other,110.685,Other
Dining Room Plugs,Other,0.083,Other
Dining Room Recepts,Other,301.752,Other
Dining Room/north Bedroom,Other,103.524,Other
Dining/Laundry/Bath Lights,Other,54.402,Other
Dishwasher,Dishwasher,82.731,Appliances
Dishwasher,Dishwasher,39.362,Appliances
Dishwasher,Other,0.003,Other
Dishwasher/Disposal,Other,3.305,Other
Disposal,Garbage Disposal,146.803,Appliances
Disposal,Other,41.721000000000004,Other
Disposal,Garbage Disposal,48.230000000000004,Appliances
Disposal,Other,0.17200000000000001,Other
Disposal & Microwave,Other,21.203,Other
Disposal + Others,Garbage Disposal,0.086,Appliances
Down Bathroom,Other,6.291,Other
Down Bed #1,Other,20.029,Other
Down Bed #2,Other,55.962,Other
Down Bedroom & Office,Other,1081.408,Other
Downstairs Bathroom,Other,53.458,Other
Downstairs Bathroom,Other,13.667,Other
Downstairs Bathroom Electric Ceiling Radiant Heat,Other Zonal Heat,0,Heating
Downstairs Bathroom Lights And Outlets,Other,20.558,Other
Downstairs Bathroom Outlets,Other,22.136,Other
Downstairs Bedroom,Other,34.424,Other
Downstairs Bedroom,Other,175.01,Other
Downstairs Bedroom Outlets,Other,0.122,Other
Downstairs East Bedroom,Other,319.712,Other
Downstairs Family Room,Other,205.56900000000002,Other
Downstairs Lights And Plugs,Other,176.86,Other
Downstairs Master,Other,493.883,Other
Downstairs Outlets,Other,110.75,Other
Downstairs Plugs,Other,272.782,Other
Downstairs Water Heater,Electric Resistance Storage Water Heaters,105.312,Heating
Dryer,Clothes Dryer,901.96,Appliances
Dryer,Clothes Dryer,301.939,Appliances
Dryer Plug,Other,0,Other
Ductless HP,Ductless Heatpump,16.054,Heating
Dustin/Ryan,Other,139.544,Other
East And South Side Kitchen Outlets,Other,377.764,Other
Electric - Air Source Heat Pump,Central AC,965.087,AC
Electric - Air Source Heat Pump,Ducted Heatpump,29673.948999999997,Heating
Electric - Central AC,Central AC,34415.26,AC
Electric - Central AC,Ducted Heatpump,3433.944,Heating
Electric - Dryer,Clothes Dryer,23107.504999999997,Appliances
Electric - Electric Baseboard,Electric Baseboard Heaters,507.28400000000005,Heating
Electric - Furnace,Electric Furnace,3478.353999999999,Heating
Electric - Furnace,Gas Furnace (Component),193.16,Heating
Electric - Furnace,Other,204.179,Other
Electric - Mini-Split HP,Ductless Heatpump,9139.164999999999,Heating
Electric - Water Heater - Electric Heat Pump,Heat Pump Water Heater,1081.5620000000001,Heating
Electric - Water Heater - Electric Resistance,Electric Resistance Storage Water Heaters,57797.43600000001,Heating
Electric - Water Heater - Electric Resistance,Instantaneous Water Heater (Elec),1148.28,Heating
Electric - Water Source Heat Pump,Ducted Heatpump,602.9060000000001,Heating
Electric - Zonal Heat,Ductless Heatpump,380.477,Heating
Electric - Zonal Heat,Electric Baseboard Heaters,3.027,Heating
Electric - Zonal Heat,Electric Furnace,586.121,Heating
Electric - Zonal Heat,Other,3.269,Other
Electric - Zonal Heat,Other Zonal Heat,296.451,Heating
Electric - Zonal Heat,Electric Baseboard Heaters,18.288,Heating
Electric Baseboard - Dining Room,Electric Baseboard Heaters,0,Heating
Electric Car Charger,Electric Vehicle Charger,351.44,Other
Electric Car Charger - Chevy Bolt,Electric Vehicle Charger,531.969,Other
Electric Cooktop,Stove/Oven/Range,50.901,Appliances
Electric Furnace,Electric Furnace,81.181,Heating
Electric Furnace And Air Handler,Electric Furnace,27.47,Heating
Electric Heat - Full Bath,Other Zonal Heat,0,Heating
Electric Heat - Master Bedroom,Other Zonal Heat,0,Heating
Electric Heat In Dining Room And Living Room,Other,0,Other
Electric Heaters,Electric Baseboard Heaters,5.979,Heating
Electric Range Plug,Other,0.028,Other
Electric Room Heaters,Other,0.041,Other
Electric Room Heaters For Nook & Family Rm,Other Zonal Heat,0.321,Heating
Entry,Other,7.6290000000000004,Other
Entry,Other,3.174,Other
Entry And Powder,Other,18.548,Other
Entry And Study,Other,26.054000000000002,Other
Entry Area/Kitchen Outlets,Other,12.198,Other
Entry Hall Lights/plugs,Other,255.735,Other
Entry Lights,Other,1.995,Other
Entry Outside,Other,66.586,Other
"Entry, Hall",Other,5.64,Other
Entry/Kit. Lights,Other,151.335,Other
EV Charger,Electric Vehicle Charger,641.158,Other
EVSE,Electric Vehicle Charger,1554.167,Other
Exterior Lights And Outlets,Other,45.894,Other
Fam Room Plugs,Other,347.564,Other
Family And Dining Room - Outlets And Lights,Other,383.855,Other
Family Lights And Outlets,Other,5.053,Other
Family Rm Nook Patio,Other,157.85999999999999,Other
Family Room,Other,16.031,Other
Family Room,Other,39.503,Other
Family Room & Front Room,Other,288.127,Other
Family Room Circuit,Other,13.496,Other
Family Room Lights + Outlets,Other,85.292,Other
Family Room Lights And Outlets,Other,16.557,Other
"Family Room, Den, And Back Porch Lights",Other,282.968,Other
"Family Room, Downstairs Bath",Other,55.793,Other
Fan,Other,14.684,Other
Feed To Garage Sub-panel,Other With Solar,6327.214,Other
Feed To Sub Panel In Outbuilding,Other,0.18,Other
Fire Place,Other,26.619,Other
Fireplace Blower,Other,1.09,Other
Flood Lights,Other,29.426,Other
Foyeur Lights/ Additional Sconces Cans And Fan,Other,18.2,Other
Freezer,Refrigerator/Freezer,3.1350000000000002,Appliances
Freezer & Fridge,Other,231.862,Other
Freezer Outlets DN,Other,566.879,Other
Freezer Plug,Other,0,Other
"Freezer, Lights, Kitchen",Other,689.057,Other
Front Area - Lights And Plugs,Other,49.121,Other
Front Bath & Bedroom,Other,47.366,Other
Front Bath Light And Master Bedroom,Other,68.741,Other
Front Porch GFCI,Other,2.976,Other
Front Porch GFI Outlet,Other,33.872,Other
Front Room,Other,27.544,Other
Front Room Lights,Other,49.904,Other
Front Room Lights And Outlets,Other,1.851,Other
Furnace,Electric Furnace,1245.545,Heating
Furnace,Gas Furnace (Component),1978.827,Heating
Furnace,Other,233.928,Other
Furnace,Electric Furnace,2852.0789999999997,Heating
Furnace,Gas Furnace (Component),1131.6200000000001,Heating
Furnace,Other,14.768,Other
Furnace  Only,Other,706.333,Other
Furnace,Gas Furnace (Component),264.063,Heating
Furnace,Other,46.583999999999996,Other
Furnace & Indoor Fan,Other,668.363,Other
Furnace Backup,Electric Furnace,6.131,Heating
Furnace Backup Heat,Electric Furnace,0,Heating
Furnace Condensate Pump,Other,240.789,Other
Furnace Electric Heat,Electric Furnace,152.019,Heating
Furnace Fan,Gas Furnace (Component),697.154,Heating
Furnace Fan,Electric Furnace,339.634,Heating
Furnace Fan,Gas Furnace (Component),1006.5609999999999,Heating
Furnace Main,Electric Furnace,73.67,Heating
Furnace Plug,Other,3.347,Other
Furnace Power,Gas Furnace (Component),1795.3860000000002,Heating
Furnace Power,Gas Furnace (Component),129.788,Heating
Furnace/Central Fan,Gas Furnace (Component),924.589,Heating
Furnace/shop Fan,Other,215.171,Other
Game Room Addition,Other,193.464,Other
Garage,Other,1342.157,Other
Garage,Other,1578.281,Other
Garage + Bath Plugs,Other,40.591,Other
Garage And Outside,Other,212.867,Other
Garage Bath Kitchen,Other,65.997,Other
